date,000016.XSHG,000905.XSHG,000300.XSHG,399673.XSHE
2017/2/13,2379.31,6369.65,3436.28,1721.81
2017/2/14,2373.51,6374.89,3435.8,1721.8
2017/2/15,2372.19,6311.7,3421.71,1699.44
2017/2/16,2376.76,6359.34,3440.93,1704.21
2017/2/17,2362.71,6307.16,3421.44,1688.91
2017/2/20,2394.12,6385.06,3471.39,1700.42
2017/2/21,2396.88,6434.44,3482.82,1726.83
2017/2/22,2398.19,6474.23,3489.76,1729.71
2017/2/23,2387.42,6473.99,3473.32,1730.23
2017/2/24,2389.88,6476.17,3473.85,1743.33
2017/2/27,2370.56,6424.25,3446.22,1730.78
2017/2/28,2370.71,6450.97,3452.81,1730.79
2017/3/1,2371.93,6467.64,3458.44,1733.08
2017/3/2,2354.91,6434.63,3435.1,1716.21
2017/3/3,2347.15,6452.84,3427.86,1718.84
2017/3/6,2349.89,6517.32,3446.48,1754.26
2017/3/7,2356.29,6523.19,3453.96,1768.77
2017/3/8,2358.07,6497.09,3448.73,1752.42
2017/3/9,2346.55,6439.38,3426.94,1748.26
2017/3/10,2339.23,6447.92,3427.89,1743.73
2017/3/13,2354.89,6507.9,3458.1,1763.5
2017/3/14,2354.9,6493.48,3456.69,1745.67
2017/3/15,2357.31,6486.06,3463.64,1748.49
2017/3/16,2369.19,6543.34,3481.51,1755.86
2017/3/17,2346.96,6483.25,3445.81,1740.07
2017/3/20,2350.07,6498.34,3449.61,1742.98
2017/3/21,2357.14,6515.95,3466.35,1747.92
2017/3/22,2338.55,6499.79,3450.05,1727.07
2017/3/23,2347.43,6512.19,3461.98,1722.17
2017/3/24,2365.6,6546.61,3489.6,1735.82
2017/3/27,2364.43,6516.03,3478.04,1722.38
2017/3/28,2356.31,6498.69,3469.81,1717.16
2017/3/29,2352.69,6480.54,3465.19,1701.05
2017/3/30,2346.67,6375.74,3436.76,1661.71
2017/3/31,2359.75,6401.65,3456.05,1676.41
2017/4/5,2384.26,6539.97,3503.89,1712.02
2017/4/6,2390.39,6559.65,3514.05,1712.37
2017/4/7,2388.27,6578.73,3517.46,1714.24
2017/4/10,2379.16,6566.54,3505.14,1677.24
2017/4/11,2382.11,6629.17,3517.33,1680
2017/4/12,2378.86,6576.48,3509.44,1660.04
2017/4/13,2368.11,6615.7,3514.57,1674.13
2017/4/14,2355.52,6528.16,3486.5,1650.4
2017/4/17,2357.52,6456.6,3479.94,1635.97
2017/4/18,2337.35,6418.21,3462.74,1608.33
2017/4/19,2325.04,6350.65,3445.88,1613.02
2017/4/20,2335.65,6347.77,3461.55,1612.47
2017/4/21,2347.67,6300.71,3466.79,1599.17
2017/4/24,2341.93,6138.5,3431.26,1565.99
2017/4/25,2344.74,6160.46,3440.97,1574.99
2017/4/26,2344.5,6176.4,3445.18,1571.64
2017/4/27,2351.64,6192.3,3446.72,1593.18
2017/4/28,2347.04,6211.86,3439.75,1599.76
2017/5/2,2336.79,6216.11,3426.58,1600.71
2017/5/3,2329.77,6197.48,3413.13,1596.8
2017/5/4,2325.43,6176.31,3404.39,1596.24
2017/5/5,2320.6,6089.68,3382.55,1576.8
2017/5/8,2326.1,5975.54,3358.81,1560.46
2017/5/9,2316.29,6012,3352.53,1579.78
2017/5/10,2324.92,5885.84,3337.7,1554.53
2017/5/11,2339.29,5872.64,3356.65,1554.58
2017/5/12,2375.45,5863.78,3385.38,1552.68
2017/5/15,2381.75,5893.51,3399.19,1552.36
2017/5/16,2381.32,6014.73,3428.65,1582.52
2017/5/17,2363.56,6027.65,3409.97,1596.06
2017/5/18,2354.75,5976.3,3398.11,1587.76
2017/5/19,2361.66,5974.98,3403.85,1577.25
2017/5/22,2381.55,5888.81,3411.24,1560.67
2017/5/23,2411.8,5764.88,3424.19,1531.23
2017/5/24,2407.57,5799.25,3424.17,1544.42
2017/5/25,2473.5,5850.8,3485.66,1550.3
2017/5/26,2471.21,5836.93,3480.43,1534.73
2017/5/31,2479.08,5824.1,3492.88,1535.41
2017/6/1,2496.45,5710,3497.74,1502.02
2017/6/2,2475.46,5772.52,3486.51,1528.14
2017/6/5,2450.35,5815.8,3468.75,1542.62
2017/6/6,2466.01,5841.52,3492.88,1547.39
2017/6/7,2484.03,5955.02,3533.87,1578.77
2017/6/8,2507.03,5958.98,3560.98,1572.95
2017/6/9,2519.27,5969.27,3576.17,1575.84
2017/6/12,2521.17,5902.86,3574.39,1551.77
2017/6/13,2515.14,5980.06,3582.27,1575.09
2017/6/14,2477.32,5966.43,3535.3,1571.49
2017/6/15,2461.97,6021.17,3528.79,1602.32
2017/6/16,2452.79,6013,3518.76,1598.26
2017/6/19,2484.12,6057.41,3553.67,1602.5
2017/6/20,2474.43,6066.9,3546.49,1605.68
2017/6/21,2497.25,6078.19,3587.95,1607.74
2017/6/22,2516.67,5992.34,3590.34,1580.76
2017/6/23,2529.1,6010.31,3622.88,1586.99
2017/6/26,2543.32,6111.64,3668.09,1597.97
2017/6/27,2554.7,6113.17,3674.72,1595.83
2017/6/28,2537.64,6086.21,3646.17,1582.59
2017/6/29,2552.98,6116.99,3668.83,1588.31
2017/6/30,2549.97,6138.16,3666.8,1588.87
2017/7/3,2534.37,6177.4,3650.85,1608
2017/7/4,2511.15,6146.85,3619.98,1599.82
2017/7/5,2548.1,6193.96,3659.68,1611.55
2017/7/6,2553.88,6201.65,3660.1,1611.71
2017/7/7,2543.66,6226.01,3655.93,1611.4
2017/7/10,2550.11,6206.56,3653.69,1579.28
2017/7/11,2570.59,6128.99,3670.81,1560.91
2017/7/12,2565.14,6132.99,3658.82,1564.94
2017/7/13,2600.95,6149.93,3686.92,1552.38
2017/7/14,2622.98,6128.74,3703.09,1525.7
2017/7/17,2631.41,5876.46,3663.56,1443.28
2017/7/18,2624.31,5938.43,3667.18,1457.1
2017/7/19,2657.89,6059.36,3729.75,1469.97
2017/7/20,2665.45,6099.28,3747.88,1475.3
2017/7/21,2639.21,6126.11,3728.6,1478.87
2017/7/24,2654.38,6167.13,3743.47,1476.1
2017/7/25,2643.07,6153.6,3719.56,1479.85
2017/7/26,2636.2,6146.7,3705.39,1477.21
2017/7/27,2636.63,6184.02,3712.19,1534.03
2017/7/28,2636.39,6215.46,3721.89,1525.52
2017/7/31,2638.12,6298,3737.87,1528.53
2017/8/1,2681.81,6286.54,3770.38,1535.22
2017/8/2,2680.63,6251.86,3760.85,1524.25
2017/8/3,2646.22,6261.97,3727.83,1532.47
2017/8/4,2627.8,6225.12,3707.58,1520
2017/8/7,2634.18,6303.42,3726.79,1528.69
2017/8/8,2635.18,6303.72,3732.21,1544.27
2017/8/9,2620.38,6340.02,3731.04,1547.85
2017/8/10,2611.34,6289.22,3715.92,1536.74
2017/8/11,2570.26,6161.19,3647.35,1526.88
2017/8/14,2591.45,6292.64,3694.68,1576.24
2017/8/15,2605.24,6314.76,3706.06,1581.15
2017/8/16,2595,6318.8,3701.42,1612.64
2017/8/17,2604.08,6366.03,3721.28,1625.34
2017/8/18,2613.26,6347.76,3724.67,1611.9
2017/8/21,2616.82,6403.78,3740.99,1618.37
2017/8/22,2643.5,6375.98,3752.3,1604.19
2017/8/23,2659.78,6322.78,3756.09,1595.54
2017/8/24,2646.4,6278.59,3734.65,1583.96
2017/8/25,2706.24,6346.53,3795.75,1604.65
2017/8/28,2736.46,6424.58,3842.71,1636.03
2017/8/29,2739.13,6408.16,3834.54,1624.06
2017/8/30,2728.23,6453.46,3834.3,1627.19
2017/8/31,2714.63,6470.43,3822.09,1637.9
2017/9/1,2710.12,6526.5,3830.54,1660.04
2017/9/4,2711.35,6564.68,3845.62,1677.67
2017/9/5,2729.85,6571.86,3857.05,1673.71
2017/9/6,2714.33,6607.12,3849.45,1695.96
2017/9/7,2691.83,6558.6,3829.87,1684.52
2017/9/8,2686.69,6574.18,3825.99,1676.21
2017/9/11,2674.75,6649.63,3825.65,1694.99
2017/9/12,2692.54,6644.01,3837.93,1677.44
2017/9/13,2687.67,6684.38,3842.61,1683.96
2017/9/14,2672.84,6672.18,3829.96,1673.2
2017/9/15,2668.38,6622.04,3831.3,1668.19
2017/9/18,2674.18,6669.45,3843.14,1679.04
2017/9/19,2670.69,6636.02,3832.12,1659.56
2017/9/20,2662.63,6692.47,3842.44,1675.47
2017/9/21,2675.55,6612.05,3837.82,1652.63
2017/9/22,2679.05,6572.01,3837.73,1651.58
2017/9/25,2680.65,6489.84,3817.79,1623.17
2017/9/26,2678.99,6520.72,3820.78,1622.11
2017/9/27,2661.55,6583.14,3821.2,1641
2017/9/28,2661.28,6567.79,3822.54,1640.93
2017/9/29,2672.33,6603.26,3836.5,1653.23
2017/10/9,2692.08,6678.37,3882.21,1679.74
2017/10/10,2695.54,6705.48,3889.86,1699.35
2017/10/11,2707.52,6666.47,3902.69,1678.46
2017/10/12,2718.35,6659.1,3912.95,1681.96
2017/10/13,2713.38,6709.82,3921,1715.15
2017/10/16,2726.64,6619.21,3913.45,1667.31
2017/10/17,2723.53,6612.94,3913.07,1661.24
2017/10/18,2753.01,6563.44,3944.16,1652.99
2017/10/19,2756.04,6501.4,3931.25,1642.12
2017/10/20,2737.64,6571.42,3926.85,1664.01
2017/10/23,2734.37,6612.76,3930.8,1680.63
2017/10/24,2753.65,6603,3959.4,1684.96
2017/10/25,2752.14,6647.89,3976.95,1693.43
2017/10/26,2771.04,6671.93,3993.58,1685.77
2017/10/27,2814.27,6630.81,4021.97,1669.09
2017/10/30,2809.11,6511.76,4009.72,1619.14
2017/10/31,2793.71,6560.21,4006.72,1634.87
2017/11/1,2789.4,6552.95,3996.62,1626.13
2017/11/2,2794.1,6484.93,3997.13,1598.74
2017/11/3,2800.47,6426.98,3992.7,1587.11
2017/11/6,2792.22,6511.1,4020.89,1601.76
2017/11/7,2821.96,6551.94,4054.25,1610.12
2017/11/8,2819.96,6561.69,4048.01,1624.33
2017/11/9,2832.96,6611.35,4075.9,1644.86
2017/11/10,2862.34,6641.22,4111.91,1654.02
2017/11/13,2873.51,6671.21,4128.07,1659.33
2017/11/14,2861.42,6614.51,4099.35,1646.99
2017/11/15,2850.05,6537.66,4073.67,1619.66
2017/11/16,2879.4,6558.31,4105.01,1621.02
2017/11/17,2938.8,6361.94,4120.85,1583.53
2017/11/20,2941.15,6433.17,4143.83,1605.13
2017/11/21,2987.17,6456.35,4217.7,1610.98
2017/11/22,3012.36,6439.44,4227.57,1606.49
2017/11/23,2940.73,6274.51,4102.4,1561.37
2017/11/24,2936.83,6278.03,4104.2,1553.64
2017/11/27,2917.31,6194.55,4049.95,1540.15
2017/11/28,2897.11,6299.31,4055.82,1573.33
2017/11/29,2893.28,6318.37,4053.75,1567.19
2017/11/30,2863.45,6263.42,4006.1,1554.12
2017/12/1,2842.18,6316.41,3998.14,1589.8
2017/12/4,2861.36,6279.62,4018.86,1579.42
2017/12/5,2910.48,6132.91,4040.17,1542.99
2017/12/6,2875.73,6172.8,4015.82,1563.48
2017/12/7,2848.89,6135.47,3971.06,1552.4
2017/12/8,2865.34,6203.14,4003.38,1567.33
2017/12/11,2899.1,6286.17,4069.5,1590.19
2017/12/12,2850.2,6233.21,4016.02,1578.08
2017/12/13,2872.94,6277.44,4050.09,1580.38
2017/12/14,2850.05,6284.08,4026.15,1567.66
2017/12/15,2820.17,6235.76,3980.86,1560.81
2017/12/18,2829.06,6199.99,3985.29,1555.76
2017/12/19,2873.03,6251.24,4035.33,1572.52
2017/12/20,2879.64,6199.36,4030.49,1551.61
2017/12/21,2895.37,6238.5,4067.85,1554.68
2017/12/22,2880.77,6242.88,4054.6,1542.87
2017/12/25,2880.1,6185.59,4041.54,1514.84
2017/12/26,2894.34,6220.15,4053.62,1519.88
2017/12/27,2839.63,6173.15,3991.21,1513.98
2017/12/28,2859.05,6204.27,4018.9,1515.52
2017/12/29,2860.44,6250.82,4030.85,1519.75
2018/1/2,2908.73,6332.23,4087.4,1530.45
2018/1/3,2913.26,6388.25,4111.39,1562.52
2018/1/4,2919.48,6417.53,4128.81,1556.52
2018/1/5,2932.36,6417.25,4138.75,1558.46
2018/1/8,2947.76,6446.18,4160.16,1556.46
2018/1/9,2969.32,6445.75,4189.3,1550.72
2018/1/10,2995.56,6405.94,4207.81,1540.92
2018/1/11,2997.04,6425.94,4205.59,1552.26
2018/1/12,3018.6,6399.37,4225,1527.01
2018/1/15,3048.81,6253.38,4225.24,1476.94
2018/1/16,3063.86,6301.13,4258.47,1472.81
2018/1/17,3076.18,6267.46,4248.12,1483.91
2018/1/18,3106.55,6286.8,4271.42,1479.2
2018/1/19,3117.82,6272.38,4285.4,1475.97
2018/1/22,3130.33,6347.64,4336.6,1516.86
2018/1/23,3176.5,6355,4382.61,1512.8
2018/1/24,3180.33,6394.3,4389.89,1566.01
2018/1/25,3157.46,6382.72,4365.08,1563.61
2018/1/26,3172.78,6383.63,4381.3,1567.96
2018/1/29,3120.7,6309.88,4302.02,1564.43
2018/1/30,3079.12,6313.44,4256.1,1547.04
2018/1/31,3116.83,6189.34,4275.9,1502.19
2018/2/1,3141.23,5984.74,4245.9,1467.69
2018/2/2,3149.64,6004.85,4271.23,1476.92
2018/2/5,3181.34,5998.22,4274.15,1466.08
2018/2/6,3117.49,5704.26,4148.89,1387.03
2018/2/7,3029.6,5711.33,4050.5,1406.4
2018/2/8,2945.84,5766.48,4012.05,1429.51
2018/2/9,2810.03,5554.9,3840.65,1381.99
2018/2/12,2805.21,5699.1,3890.1,1432.75
2018/2/13,2852.72,5736.95,3935.63,1430.02
2018/2/14,2871.79,5754.83,3966.96,1422.57
2018/2/22,2931.88,5875.73,4052.73,1455.93
2018/2/23,2957.17,5897.68,4071.09,1452.57
2018/2/26,2973.79,6029.68,4118.42,1512.02
2018/2/27,2927.1,6010.56,4058.98,1530.32
2018/2/28,2878.67,6023.68,4023.64,1540.49
2018/3/1,2891.3,6090.22,4049.09,1569.38
2018/3/2,2864.18,6056.34,4016.46,1549.87
2018/3/5,2863.99,6064.1,4018.1,1574.76
2018/3/6,2892.48,6145.58,4066.56,1572.49
2018/3/7,2878.15,6086.49,4036.65,1554.44
2018/3/8,2898.25,6131.51,4077.6,1560.32
2018/3/9,2908.2,6206.98,4108.87,1626.58
2018/3/12,2909.58,6295.78,4127.67,1655.33
2018/3/13,2883.38,6254.15,4091.25,1648.22
2018/3/14,2871.33,6189.32,4073.34,1623.08
2018/3/15,2894.98,6180.11,4096.16,1635.04
2018/3/16,2870.73,6146.31,4056.42,1604.47
2018/3/19,2897.26,6153.83,4074.25,1625.5
2018/3/20,2904.4,6173.7,4077.7,1641.31
2018/3/21,2894.18,6129.2,4061.05,1605.62
2018/3/22,2866.67,6101.23,4020.35,1594.1
2018/3/23,2791.47,5787.15,3904.94,1490.46
2018/3/26,2738.87,5902.96,3879.89,1544.02
2018/3/27,2747.59,6034.77,3913.27,1610.47
2018/3/28,2694.83,5973.34,3842.72,1599.9
2018/3/29,2738.79,6034.86,3894.05,1616.82
2018/3/30,2722.15,6114.74,3898.5,1672.39
2018/4/2,2711.37,6121.96,3886.92,1664.78
2018/4/3,2697.27,6059.71,3862.48,1633.98
2018/4/4,2702.37,6017.69,3854.86,1596.13
2018/4/9,2715.73,6025.65,3852.93,1605.45
2018/4/10,2780.8,6063.74,3927.17,1598.61
2018/4/11,2785.34,6086.61,3938.34,1594.31
2018/4/12,2749.7,6051.33,3898.64,1581.94
2018/4/13,2726.4,6027.19,3871.14,1583.47
2018/4/16,2664.7,6012.41,3808.86,1596.93
2018/4/17,2635.7,5890.86,3748.64,1540.99
2018/4/18,2653.77,5970.66,3766.28,1578.53
2018/4/19,2682.55,6004.73,3811.84,1572.95
2018/4/20,2647.38,5880.84,3760.85,1529.66
2018/4/23,2664.92,5823.92,3766.33,1501.25
2018/4/24,2722.85,5957.19,3843.49,1559.58
2018/4/25,2702.98,5959.42,3828.7,1562.92
2018/4/26,2666.02,5847.98,3755.49,1528.75
2018/4/27,2653.54,5860.98,3756.88,1543.32
2018/5/2,2652.73,5855.32,3763.65,1538.87
2018/5/3,2663.98,5910.61,3793,1570.53
2018/5/4,2646.35,5909.29,3774.6,1549.73
2018/5/7,2683.85,6019.14,3834.19,1589.73
2018/5/8,2722.88,6041.81,3878.68,1604.31
2018/5/9,2717.24,6029.23,3871.62,1604.22
2018/5/10,2729.4,6040.57,3893.06,1603.34
2018/5/11,2724.72,5991.34,3872.84,1577.05
2018/5/14,2753.54,5967.55,3909.29,1574.68
2018/5/15,2750.83,6020.57,3924.1,1589.94
2018/5/16,2716.78,6004.07,3892.84,1575.11
2018/5/17,2700.88,5973.78,3864.05,1557.79
2018/5/18,2740.53,5995.15,3903.06,1567.68
2018/5/21,2745.8,6072.2,3921.24,1595.1
2018/5/22,2728,6092.91,3906.21,1597.78
2018/5/23,2683.69,6013.85,3854.58,1569.32
2018/5/24,2665.68,5992.62,3827.22,1558.05
2018/5/25,2661.29,5917.8,3816.5,1518.11
2018/5/28,2673.2,5891.26,3833.26,1508.22
2018/5/29,2663.4,5835.45,3804.01,1500.62
2018/5/30,2605.9,5682.59,3723.37,1450.55
2018/5/31,2658.29,5754.47,3802.38,1461.16
2018/6/1,2647.19,5685.12,3770.59,1439.08
2018/6/4,2694.58,5683.15,3807.58,1436.85
2018/6/5,2707.02,5779.08,3845.32,1468.95
2018/6/6,2692.18,5774.26,3837.35,1452.77
2018/6/7,2695.24,5738.02,3831.01,1445.97
2018/6/8,2652.08,5669.3,3779.62,1426.22
2018/6/11,2660.41,5632.36,3779.98,1418.76
2018/6/12,2687.7,5693.35,3825.95,1440.01
2018/6/13,2671.63,5607.02,3788.34,1412.38
2018/6/14,2671.3,5586.93,3773.37,1405.61
2018/6/15,2667.98,5483.94,3753.43,1370.23
2018/6/19,2599.78,5141.71,3621.12,1284.14
2018/6/20,2598.33,5198.39,3635.44,1297.91
2018/6/21,2579.05,5089.25,3592.97,1256.46
2018/6/22,2583.71,5160.12,3608.9,1287.36
2018/6/25,2536.46,5125.03,3560.48,1278.7
2018/6/26,2506.72,5160.28,3531.11,1306.91
2018/6/27,2452.64,5109.5,3459.26,1296.29
2018/6/28,2425.18,5055.11,3423.53,1294.54
2018/6/29,2479.91,5217.76,3510.98,1348.99
2018/7/2,2386.38,5138.78,3407.96,1328.38
2018/7/3,2388.98,5197.13,3409.28,1351.76
2018/7/4,2368.43,5121.34,3363.75,1316.83
2018/7/5,2374.36,4982.76,3342.44,1292.8
2018/7/6,2402.62,4996.63,3365.12,1299.03
2018/7/9,2471.29,5107.55,3459.18,1325.47
2018/7/10,2471.23,5136.53,3467.52,1336.17
2018/7/11,2432.28,5036.16,3407.53,1308.46
2018/7/12,2474.62,5172.5,3481.06,1355.98
2018/7/13,2476.86,5204.19,3492.69,1358.75
2018/7/16,2448.76,5195.2,3472.09,1351.57
2018/7/17,2430.44,5196.2,3449.38,1359.3
2018/7/18,2420.76,5156.64,3431.32,1339.83
2018/7/19,2426.16,5111.33,3428.34,1331.79
2018/7/20,2493.76,5175.25,3492.89,1351.83
2018/7/23,2526.81,5214,3525.75,1373.61
2018/7/24,2563.58,5304.64,3581.71,1385.98
2018/7/25,2563.69,5308.66,3577.75,1386.83
2018/7/26,2530.99,5273.48,3536.25,1360.4
2018/7/27,2525.09,5249.29,3521.23,1345.69
2018/7/30,2541.31,5185.15,3515.08,1318.23
2018/7/31,2545.12,5188.72,3517.66,1313.55
2018/8/1,2490.25,5105.37,3447.39,1297.56
2018/8/2,2440.31,4996.01,3370.96,1264.29
2018/8/3,2413.5,4929.75,3315.28,1242.04
2018/8/6,2406.54,4825.25,3273.27,1214.48
2018/8/7,2479.78,4956.87,3368.87,1252.8
2018/8/8,2447,4880.57,3314.51,1223.03
2018/8/9,2504.62,5004.77,3397.53,1267.63
2018/8/10,2503.21,5030.51,3405.02,1273.39
2018/8/13,2478.51,5055.28,3390.34,1291.31
2018/8/14,2469.2,5037.88,3372.91,1278.05
2018/8/15,2408.72,4932.81,3291.98,1237.89
2018/8/16,2405.16,4888.37,3276.73,1233.19
2018/8/17,2374.17,4803.03,3229.62,1211.43
2018/8/20,2409.13,4832.65,3267.25,1225.65
2018/8/21,2452.38,4891.98,3326.65,1240.3
2018/8/22,2450.15,4837.02,3307.95,1223.94
2018/8/23,2461.07,4863.67,3320.03,1239.12
2018/8/24,2472,4852.29,3325.33,1228.32
2018/8/27,2522.34,4960.07,3406.57,1264.32
2018/8/28,2511.15,4974.21,3400.17,1266.56
2018/8/29,2503.48,4941.96,3386.57,1258.33
2018/8/30,2479.21,4867.12,3351.09,1233
2018/8/31,2474.48,4814.82,3334.5,1212.25
2018/9/3,2465.88,4838.87,3321.82,1220
2018/9/4,2500.44,4890.28,3363.9,1234.78
2018/9/5,2441.23,4815.03,3298.14,1213.52
2018/9/6,2416.03,4793.35,3262.88,1205.53
2018/9/7,2437.68,4791.78,3277.64,1201.2
2018/9/10,2413.43,4704.88,3230.07,1157.2
2018/9/11,2398.77,4702.9,3224.21,1159.9
2018/9/12,2381.39,4693.97,3202.02,1157.22
2018/9/13,2415.31,4721.21,3236.57,1163.44
2018/9/14,2425.42,4670.08,3242.09,1143.63
2018/9/17,2399.88,4602.39,3204.92,1129.51
2018/9/18,2458.77,4683.51,3269.43,1150.73
2018/9/19,2487.08,4736.89,3312.48,1164.59
2018/9/20,2487.42,4733.48,3310.13,1161.01
2018/9/21,2573.6,4805.22,3410.49,1182.31
2018/9/25,2547.79,4792.55,3379.8,1169.6
2018/9/26,2582.77,4815.63,3417.24,1178.29
2018/9/27,2575.45,4755.38,3403.59,1153.45
2018/9/28,2606.67,4800.73,3438.86,1169.65
2018/10/8,2486.82,4646.49,3290.9,1113.36
2018/10/9,2491.66,4634.89,3288.69,1102.54
2018/10/10,2494.06,4629.89,3281.6,1100.5
2018/10/11,2390.5,4307.42,3124.11,1024.08
2018/10/12,2444.13,4278.04,3170.73,1028.54
2018/10/15,2412.48,4199.15,3126.45,1011.92
2018/10/16,2415.49,4099.68,3100.97,986.71
2018/10/17,2429.21,4133.38,3118.25,996.48
2018/10/18,2369.07,4018.46,3044.39,976.48
2018/10/19,2446.32,4127.99,3134.95,1020.78
2018/10/22,2540.15,4333.14,3270.27,1082.75
2018/10/23,2464.81,4253.56,3183.43,1057.35
2018/10/24,2477.49,4245.49,3188.2,1046.37
2018/10/25,2485.1,4234.42,3194.31,1039.07
2018/10/26,2468.91,4233.96,3173.64,1023.36
2018/10/29,2389.58,4162.53,3076.89,1010.71
2018/10/30,2415.65,4204.54,3110.26,1026.63
2018/10/31,2451.12,4272.55,3153.82,1035.58
2018/11/1,2460.16,4298.98,3177.03,1048.35
2018/11/2,2542.77,4437.95,3290.25,1105.32
2018/11/5,2511.59,4440.83,3262.84,1106.88
2018/11/6,2499.68,4438.1,3243.15,1103.84
2018/11/7,2482.33,4415.14,3221.91,1101.44
2018/11/8,2486,4382.33,3212.77,1083.28
2018/11/9,2434.21,4368.61,3167.44,1083.88
2018/11/12,2444.97,4481.69,3205.14,1125.2
2018/11/13,2462.97,4563.54,3237.38,1141.93
2018/11/14,2429.99,4545.51,3204.94,1135.24
2018/11/15,2459.14,4619.81,3242.37,1155.29
2018/11/16,2461.44,4659.1,3257.67,1152.22
2018/11/19,2492.08,4670.74,3294.6,1148.92
2018/11/20,2446.79,4537.45,3218.41,1112.34
2018/11/21,2451.27,4554.67,3226.49,1115.68
2018/11/22,2437.64,4551.33,3214.43,1107.87
2018/11/23,2399.2,4374.76,3143.48,1062.17
2018/11/26,2401.9,4367.46,3141.24,1059.49
2018/11/27,2394.29,4387.65,3137.24,1067.12
2018/11/28,2421.13,4441.86,3178.93,1090.69
2018/11/29,2401.85,4345.7,3137.65,1063.42
2018/11/30,2428.04,4376.65,3172.69,1080.56
2018/12/3,2488.06,4515.17,3260.95,1119.76
2018/12/4,2496.14,4536.21,3267.71,1126.24
2018/12/5,2481.79,4502.7,3252,1119.59
2018/12/6,2434.49,4411.09,3181.67,1085.24
2018/12/7,2430.72,4410.96,3181.56,1084.42
2018/12/10,2408.61,4359.31,3144.76,1071.19
2018/12/11,2415.58,4395.57,3159.82,1082.98
2018/12/12,2423.32,4393.32,3170.61,1084.87
2018/12/13,2457.9,4443.16,3219.69,1098.29
2018/12/14,2423.38,4337.1,3165.91,1064.28
2018/12/17,2425.94,4330.65,3161.2,1055.3
2018/12/18,2397.87,4307.27,3128.43,1047.64
2018/12/19,2369.55,4247.9,3091.13,1026.28
2018/12/20,2334.92,4259.76,3067.42,1029.83
2018/12/21,2306.15,4231.14,3029.4,1024.17
2018/12/24,2309.23,4274.72,3038.2,1037.24
2018/12/25,2297.33,4225.51,3017.28,1026.3
2018/12/26,2281.56,4208.41,3002.03,1013.47
2018/12/27,2276.06,4161.27,2990.51,1001.03
2018/12/28,2293.1,4168.04,3010.65,1001.64
2019/1/2,2262.79,4131.96,2969.54,983.42
2019/1/3,2269.24,4112.81,2964.84,970.75
2019/1/4,2314.65,4210.88,3035.87,999.41
2019/1/7,2314.32,4288.32,3054.3,1015.45
2019/1/8,2305.17,4277.3,3047.7,1012.38
2019/1/9,2332.72,4288.77,3078.48,1010.6
2019/1/10,2331.85,4281.86,3072.69,1004.24
2019/1/11,2354.5,4314.88,3094.78,1005.82
2019/1/14,2331.14,4286.55,3067.78,992.39
2019/1/15,2378.37,4347.36,3127.99,1014.84
2019/1/16,2381.22,4336.88,3128.65,1014.27
2019/1/17,2371.35,4303.73,3111.42,1001.3
2019/1/18,2417.36,4347.81,3168.17,1018.86
2019/1/21,2432.49,4373.63,3185.64,1027.02
2019/1/22,2401.23,4308.25,3143.32,1007.75
2019/1/23,2397.05,4315.68,3141.05,1005.02
2019/1/24,2411.56,4338.17,3158.78,1017.55
2019/1/25,2441.64,4318.44,3184.47,1020.88
2019/1/28,2437.03,4307.22,3183.78,1015.52
2019/1/29,2455.9,4254.29,3193.97,1001.86
2019/1/30,2440.01,4211.62,3168.48,987.8
2019/1/31,2483.47,4176.47,3201.63,988.41
2019/2/1,2499.64,4294.27,3247.4,1027.24
2019/2/11,2527.47,4402.87,3306.47,1060.14
2019/2/12,2533.18,4439.48,3330.34,1072.48
2019/2/13,2580.61,4512.41,3397.03,1095.88
2019/2/14,2576.31,4532.17,3402.14,1103.59
2019/2/15,2517.46,4502.73,3338.7,1090.46
2019/2/18,2582.85,4661,3445.74,1140.64
2019/2/19,2579.05,4667.28,3439.61,1133.69
2019/2/20,2588.17,4667.62,3451.93,1129.85
2019/2/21,2577.23,4659.14,3442.71,1134.54
2019/2/22,2623.07,4777.3,3520.12,1179.86
2019/2/25,2787.7,5044.35,3729.48,1260.88
2019/2/26,2733.9,5038.54,3684.69,1265.56
2019/2/27,2750.34,5017.88,3678.39,1243.56
2019/2/28,2743.97,5025.29,3669.37,1262.1
2019/3/1,2819.47,5067.23,3749.71,1292.54
2019/3/4,2832.59,5158.25,3794.1,1324.78
2019/3/5,2828.87,5295.29,3816.01,1364.3
2019/3/6,2840.27,5390.03,3848.09,1385.75
2019/3/7,2789.7,5458.62,3808.85,1379.54
2019/3/8,2685.59,5245.7,3657.58,1336
2019/3/11,2708.6,5456.38,3729.95,1391.34
2019/3/12,2719.77,5551,3755.35,1410.83
2019/3/13,2723.96,5424.86,3724.19,1358.05
2019/3/14,2729.13,5298.5,3698.49,1340.82
2019/3/15,2755.81,5359.01,3745.01,1343.36
2019/3/18,2825.18,5501.18,3851.75,1375.2
2019/3/19,2806.9,5522.18,3833.96,1374.53
2019/3/20,2812.92,5515.79,3835.44,1369.41
2019/3/21,2802.96,5589.48,3836.89,1380.38
2019/3/22,2795.39,5622.14,3833.8,1370.66
2019/3/25,2718.18,5549.67,3742.83,1346.26
2019/3/26,2706.15,5394.88,3700.44,1309.68
2019/3/27,2741.59,5447.88,3743.39,1316.16
